入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),学校所属,組合,失踪の有無
24.0,男,機械・金属関係,仕上げ,神奈川県,ヤンゴン学校,JOP協同組合,0
30.0,男,機械・金属関係,仕上げ,神奈川県,ヤンゴン学校,JOP協同組合,0
25.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
24.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,JOP協同組合,0
35.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,JOP協同組合,1
23.0,男,その他,ゴム製品製造,埼玉県,ヤンゴン学校,JOP協同組合,0
23.0,男,その他,ゴム製品製造,埼玉県,ヤンゴン学校,JOP協同組合,0
22.0,男,その他,ゴム製品製造,埼玉県,MY WAY日本語学校,JOP協同組合,0
27.0,女,その他,ゴム製品製造,埼玉県,ヤンゴン学校,JOP協同組合,0
27.0,女,その他,ゴム製品製造,埼玉県,ヤンゴン学校,JOP協同組合,0
25.0,女,その他,ゴム製品製造,埼玉県,ヤンゴン学校,JOP協同組合,0
20.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,1
22.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,1
21.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,1
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,JOP協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,JOP協同組合,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,電子機器組立て,鳥取県,ヤンゴン学校,JOP協同組合,0
27.0,女,機械・金属関係,電子機器組立て,鳥取県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,鳥取県,ヤンゴン学校,JOP協同組合,1
23.0,女,機械・金属関係,電子機器組立て,鳥取県,ヤンゴン学校,JOP協同組合,0
22.0,男,建設関係,冷凍空気調和機器施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
21.0,男,建設関係,冷凍空気調和機器施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
22.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
28.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,男,建設関係,建築大工,北海道,マンダレー校,ウエストワード協同組合,0
22.0,男,建設関係,建築大工,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,男,建設関係,建築大工,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,男,建設関係,建築大工,北海道,マンダレー校,ウエストワード協同組合,0
23.0,男,その他,塗装,茨城県,ヤンゴン学校,健康生活事業協同組合,0
25.0,男,その他,塗装,茨城県,ヤンゴン学校,健康生活事業協同組合,0
24.0,男,その他,塗装,茨城県,ヤンゴン学校,健康生活事業協同組合,0
20.0,男,その他,塗装,茨城県,ヤンゴン学校,健康生活事業協同組合,1
24.0,女,その他,介護,群馬県,ヤンゴン学校,れいめい事業協同組合,0
25.0,女,その他,介護,群馬県,ヤンゴン学校,れいめい事業協同組合,0
20.0,女,その他,介護,群馬県,KP日本語学校,れいめい事業協同組合,1
23.0,女,その他,介護,群馬県,KP日本語学校,れいめい事業協同組合,0
24.0,女,その他,介護,群馬県,KP日本語学校,れいめい事業協同組合,1
26.0,男,建設関係,建築大工,福岡県,MK日本語学校,九州産業振興協同組合,1
28.0,男,機械・金属関係,仕上げ,神奈川県,マンダレー校,JOP協同組合,0
26.0,男,機械・金属関係,仕上げ,神奈川県,マンダレー校,JOP協同組合,0
25.0,男,機械・金属関係,仕上げ,神奈川県,MK日本語学校,JOP協同組合,0
21.0,男,機械・金属関係,仕上げ,神奈川県,ヤンゴン学校,JOP協同組合,0
20.0,男,機械・金属関係,仕上げ,神奈川県,ヤンゴン学校,JOP協同組合,0
23.0,男,機械・金属関係,仕上げ,神奈川県,ヤンゴン学校,JOP協同組合,0
22.0,男,機械・金属関係,仕上げ,神奈川県,ヤンゴン学校,JOP協同組合,0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,1
26.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
29.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,JOP協同組合,0
24.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
26.0,女,その他,介護,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
30.0,女,その他,介護,鹿児島県,ヤンゴン学校,れいめい事業協同組合,1
32.0,女,その他,介護,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
27.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
28.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
25.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
28.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,ウエストワード協同組合,0
28.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,ウエストワード協同組合,0
24.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,ウエストワード協同組合,0
26.0,男,建設関係,建設機械施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,1
24.0,男,建設関係,建設機械施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
23.0,男,建設関係,建設機械施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,1
22.0,男,建設関係,建設機械施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,1
23.0,男,建設関係,建設機械施工,鹿児島県,ヤンゴン学校,れいめい事業協同組合,1
27.0,女,その他,介護,鹿児島県,MY WAY日本語学校,れいめい事業協同組合,0
24.0,女,その他,介護,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
22.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
23.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
23.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,仕上げ,愛知県,MK日本語学校,JOP協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
26.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
25.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,青森県,MK日本語学校,JOP協同組合,0
24.0,男,建設関係,防水施工,東京都,ヤンゴン学校,健康生活事業協同組合,0
24.0,男,建設関係,防水施工,東京都,MW日本語学校,健康生活事業協同組合,0
25.0,男,建設関係,防水施工,東京都,ヤンゴン学校,健康生活事業協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,農業・林業関係,耕種農業,宮城県,MAY日本語学校,宮城県農水産サービス振興協同組合,0
20.0,女,農業・林業関係,耕種農業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
21.0,女,農業・林業関係,耕種農業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
25.0,男,建設関係,建築大工,北海道,KP日本語学校,ウエストワード協同組合,0
21.0,男,建設関係,建築大工,北海道,ヤンゴン学校,ウエストワード協同組合,0
18.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,1
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
26.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
25.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
24.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,仕上げ,愛知県,MW日本語学校,JOP協同組合,0
19.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
23.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
23.0,女,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,MK日本語学校,宮城県農水産サービス振興協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
28.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,1
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,1
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
27.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
31.0,女,その他,介護,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
28.0,女,その他,介護,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
27.0,女,移行対象外,洗濯業,福岡県,ヤンゴン学校,九州産業振興協同組合,0
20.0,女,移行対象外,洗濯業,福岡県,ヤンゴン学校,九州産業振興協同組合,0
22.0,男,食品製造関係,そう菜製造業,山梨県,KP日本語学校,JOP協同組合,0
28.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
20.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
20.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,山梨県,MW日本語学校,JOP協同組合,0
19.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
25.0,女,機械・金属関係,電子機器組立て,鳥取県,ヤンゴン学校,JOP協同組合,0
26.0,男,機械・金属関係,鍛造,茨城県,組合様紹介,健康生活事業協同組合,0
21.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
23.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
23.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,MW日本語学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
27.0,女,移行対象外,洗濯業,福岡県,ヤンゴン学校,九州産業振興協同組合,0
26.0,女,移行対象外,洗濯業,福岡県,ヤンゴン学校,九州産業振興協同組合,0
27.0,男,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,水産練り製品製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
20.0,女,食品製造関係,水産練り製品製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,水産練り製品製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,1
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
19.0,女,食品製造関係,そう菜製造業,兵庫県,CB日本語学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
23.0,女,その他,介護,山口県,ヤンゴン学校,JOP協同組合,0
23.0,女,その他,介護,山口県,KP日本語学校,JOP協同組合,0
21.0,男,移行対象外,物流倉庫管理,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
26.0,男,移行対象外,物流倉庫管理,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
18.0,男,移行対象外,物流倉庫管理,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
24.0,男,移行対象外,物流倉庫管理,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
24.0,男,建設関係,建設機械施工,北海道,MW日本語学校,ウエストワード協同組合,0
22.0,男,建設関係,建設機械施工,京都府,ヤンゴン学校,れいめい事業協同組合,0
28.0,男,建設関係,建設機械施工,京都府,ヤンゴン学校,れいめい事業協同組合,0
21.0,男,建設関係,建設機械施工,京都府,ヤンゴン学校,れいめい事業協同組合,1
21.0,男,食品製造関係,そう菜製造業,北海道,MW日本語学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,茨城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
27.0,女,食品製造関係,そう菜製造業,茨城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,そう菜製造業,茨城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
21.0,女,食品製造関係,パン製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,パン製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
27.0,女,食品製造関係,パン製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,パン製造,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
26.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
26.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
21.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
19.0,男,建設関係,建築板金,東京都,ヤンゴン学校,フォーグッド協同組合,0
20.0,男,建設関係,建築板金,東京都,ヤンゴン学校,フォーグッド協同組合,1
20.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
18.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
24.0,女,繊維・衣服関係,婦人子供服製造,茨城県,ヤンゴン学校,三陸アシスト協同組合,0
23.0,女,繊維・衣服関係,婦人子供服製造,茨城県,ヤンゴン学校,三陸アシスト協同組合,0
22.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
25.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
23.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
31.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
25.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
23.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
23.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
22.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
26.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,1
19.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
24.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
27.0,女,その他,介護,千葉県,ヤンゴン学校,れいめい事業協同組合,0
23.0,女,その他,介護,千葉県,ヤンゴン学校,れいめい事業協同組合,0
21.0,男,建設関係,左官,福井県,ヤンゴン学校,フォーグッド協同組合,0
24.0,男,建設関係,左官,福井県,ヤンゴン学校,フォーグッド協同組合,1
24.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,1
26.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
23.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
21.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,1
28.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
20.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
22.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
19.0,女,機械・金属関係,電子機器組立て,福島県,ヤンゴン学校,JOP協同組合,0
26.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
20.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
18.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
22.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
20.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,1
20.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,1
21.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
20.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
26.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
19.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
21.0,女,食品製造関係,そう菜製造業,茨城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,そう菜製造業,茨城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,そう菜製造業,茨城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
31.0,女,機械・金属関係,電子機器組立て,山梨県,KP日本語学校,健康生活事業協同組合,0
